timestamp,id,rating,18_group,is_mi,fall_1,fall_2,fall_3,spring_1,spring_2,spring_3,is_first_time,percentile,17_group,blended,is_ml_student,is_first_place,is_last_place
2020-05-15 22:06:56.284,d3b992fe1016d7951d335db002d43dec,601,183.0,0.0,Матричные вычисления,Высокопроизводительные вычисления,Безопасность компьютерных систем,Дискретная оптимизация,Численные методы,Компьютерные сети,Да,0.6457399103139013,0.0,,0.0,,
2020-05-15 22:30:31.902,a65d50ef4fadfac64508a54e972d8623,626,184.0,0.0,Безопасность компьютерных систем,Высокопроизводительные вычисления,Матричные вычисления,Дискретная оптимизация,Численные методы,Анализ данных в бизнесе,Нет,0.5269058295964126,0.0,,0.0,,
2020-05-15 22:41:51.724,cddf159101f9a5a30f9041ceebdb2835,651,181.0,0.0,Безопасность компьютерных систем,Теория баз данных,Язык SQL,Дискретная оптимизация,Компьютерные сети,Системы баз данных,Да,0.4080717488789237,0.0,,0.0,,
2020-05-15 22:58:10.827,d82c2df25b8b36cd655077b4a885e1f7,612,181.0,0.0,Теория баз данных,Безопасность компьютерных систем,Язык SQL,Промышленное программирование на языке Java,Компьютерные сети,Дискретная оптимизация,Да,0.5964125560538116,0.0,,0.0,,
2020-05-15 22:59:40.602,a0c56e8aa03ea6c1f5e8462914472075,751,182.0,0.0,Сбор и обработка данных с помощью краудсорсинга,Statistical Learning Theory,Моделирование временных рядов,Дополнительные главы прикладной статистики,Дискретная оптимизация,Численные методы,Да,0.04484304932735428,0.0,,1.0,,
2020-05-16 13:02:24.706,5daee1bd98559bb2c52373e416942225,593,182.0,0.0,Сбор и обработка данных с помощью краудсорсинга,Statistical Learning Theory,Моделирование временных рядов,Машинное обучение 2,Промышленное программирование на языке Java,Анализ данных в бизнесе,Нет,0.6816143497757847,0.0,,1.0,,
2020-05-16 14:40:48.012,64b63332f8e86fa32969cfe0c167dbea,684,186.0,0.0,Сбор и обработка данных с помощью краудсорсинга,Statistical Learning Theory,Высокопроизводительные вычисления,Машинное обучение 2,Анализ данных в бизнесе,Промышленное программирование на языке Java,Нет,0.2511210762331838,0.0,,0.0,,
2020-05-16 15:01:06.274,b121e4d7d62387cd5199cca464a34a6d,694,185.0,0.0,Безопасность компьютерных систем,Теория баз данных,Язык SQL,Машинное обучение 2,Компьютерные сети,Промышленное программирование на языке Java,Нет,0.2040358744394619,0.0,,0.0,,
2020-05-16 17:44:55.307,7df351e9f3a719f6c29e811e2578fcc6,611,188.0,0.0,Безопасность компьютерных систем,Высокопроизводительные вычисления,Язык SQL,Компьютерные сети,Системы баз данных,Машинное обучение 2,Да,0.600896860986547,0.0,,0.0,,
2020-05-16 19:23:31.349,c7f347b466ff14ec85103f61c4d6ff8e,640,187.0,0.0,Язык SQL,Безопасность компьютерных систем,Теория баз данных,Машинное обучение 2,Машинное обучение 2,Промышленное программирование на языке Java,Да,0.4573991031390134,0.0,,0.0,,
2020-05-16 20:46:40.318,73282cacef07625adb2f9b4e2d57240e,575,183.0,0.0,Матричные вычисления,Язык SQL,Принятие решений в условиях риска и неопределённости,Дискретная оптимизация,Численные методы,Промышленное программирование на языке Java,Нет,0.7623318385650224,0.0,,0.0,,
2020-05-16 21:06:51.168,9c656049fc55775bb9215d12aabf5881,594,187.0,0.0,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,Матричные вычисления,Промышленное программирование на языке Java,Анализ данных в бизнесе,Компьютерные сети,Да,0.6771300448430493,0.0,,1.0,,
2020-05-16 21:11:40.100,2662600c2c37e11e62f6ee0b88452f22,627,182.0,1.0,Statistical Learning Theory,Сбор и обработка данных с помощью краудсорсинга,Принятие решений в условиях риска и неопределённости,Машинное обучение 2,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Да,0.5201793721973094,0.0,,0.0,,
2020-05-16 21:43:04.275,d37fe725a8ee1d1b263463baf7560fd4,748,184.0,0.0,Безопасность компьютерных систем,Теория баз данных,Высокопроизводительные вычисления,Промышленное программирование на языке Java,Компьютерные сети,Дискретная оптимизация,Да,0.05381165919282516,0.0,,0.0,,
2020-05-16 22:06:23.814,2ba0a356c95af4fe74272e708082086f,672,186.0,0.0,Безопасность компьютерных систем,Statistical Learning Theory,Матричные вычисления,Дискретная оптимизация,Компьютерные сети,Системы баз данных,Да,0.304932735426009,0.0,,1.0,,
2020-05-16 23:32:44.820,e3d4f9a7b947ebc03d345dd9e14b5d2c,524,181.0,0.0,Безопасность компьютерных систем,Высокопроизводительные вычисления,Матричные вычисления,Дискретная оптимизация,Машинное обучение 2,Компьютерные сети,Да,0.9596412556053812,0.0,,0.0,,
2020-05-16 23:49:50.765,ab5248060fbaac411a79a62dfb0d263d,528,187.0,0.0,Язык SQL,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Промышленное программирование на языке Java,Да,0.9461883408071748,0.0,,1.0,,
2020-05-17 00:54:43.939,d38ebd0ba564ea88de8015e116f811c8,546,187.0,0.0,Безопасность компьютерных систем,Высокопроизводительные вычисления,Язык SQL,Компьютерные сети,Промышленное программирование на языке Java,Дискретная оптимизация,Да,0.8834080717488789,0.0,,0.0,,
2020-05-17 01:48:02.632,c97ab5cabace9f00673cc8384771aa9c,552,185.0,0.0,Безопасность компьютерных систем,Теория баз данных,Язык SQL,Компьютерные сети,Промышленное программирование на языке Java,Машинное обучение 2,Да,0.8609865470852018,0.0,,0.0,,
2020-05-17 10:27:38.042,9808df02cd92ed45df39e6bc748f3179,645,187.0,0.0,Statistical Learning Theory,Моделирование временных рядов,Высокопроизводительные вычисления,Машинное обучение 2,Системы баз данных,Компьютерные сети,Да,0.4349775784753364,0.0,,0.0,,
2020-05-17 12:04:22.843,b6bf56b8b8ffd1666036b0a8ca01c452,537,181.0,0.0,Матричные вычисления,Язык SQL,Безопасность компьютерных систем,Компьютерные сети,Промышленное программирование на языке Java,Системы баз данных,Да,0.9147982062780269,0.0,,0.0,,
2020-05-17 12:11:23.296,39cd1820459fdbcc193f9bb0ddb74a58,606,184.0,1.0,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Statistical Learning Theory,Машинное обучение 2,Промышленное программирование на языке Java,Анализ данных в бизнесе,Да,0.6233183856502242,0.0,,0.0,,
2020-05-17 12:36:33.965,5d9c9087b5a851ecb6bba1bc916b684f,680,185.0,0.0,Матричные вычисления,Принятие решений в условиях риска и неопределённости,Теория баз данных,Численные методы,Машинное обучение 2,Промышленное программирование на языке Java,Да,0.2690582959641256,0.0,,0.0,,
2020-05-17 13:24:57.167,a37a88d97b12fe90dd83dd548866b2bb,701,186.0,0.0,Сбор и обработка данных с помощью краудсорсинга,Безопасность компьютерных систем,Матричные вычисления,Промышленное программирование на языке Java,Компьютерные сети,Дискретная оптимизация,Да,0.1748878923766816,0.0,,1.0,,
2020-05-17 14:04:41.159,34f75b81eb7b1cc9e9e4ef5bfd7fa69a,678,184.0,0.0,Безопасность компьютерных систем,Моделирование временных рядов,Высокопроизводительные вычисления,Машинное обучение 2,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Да,0.2780269058295964,0.0,,0.0,,
2020-05-17 16:15:12.312,e5fb2c5a9d8a09915b15d14bf6cf3174,753,182.0,0.0,Безопасность компьютерных систем,Матричные вычисления,Высокопроизводительные вычисления,Дискретная оптимизация,Компьютерные сети,Численные методы,Да,0.04035874439461884,0.0,,0.0,,
2020-05-17 16:39:53.941,f8c83b338162bb41af2851b5e62f84d0,547,185.0,0.0,Теория баз данных,Язык SQL,Безопасность компьютерных систем,Промышленное программирование на языке Java,Компьютерные сети,Дискретная оптимизация,Да,0.8789237668161435,0.0,,0.0,,
2020-05-17 17:40:31.867,323f162a5cad5f11e84bf294dd73197e,605,188.0,0.0,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,Машинное обучение 2,Анализ данных в бизнесе,Компьютерные сети,Да,0.6278026905829597,0.0,,0.0,,
2020-05-17 18:21:13.570,28cd79966197dc97bafed62bc8c48bbd,589,182.0,0.0,Моделирование временных рядов,Statistical Learning Theory,Язык SQL,Анализ данных в бизнесе,Системы баз данных,Дискретная оптимизация,Да,0.6995515695067265,0.0,,0.0,,
2020-05-17 18:45:15.768,ef8c6afd958da5f51429948f090432da,522,183.0,0.0,Сбор и обработка данных с помощью краудсорсинга,Высокопроизводительные вычисления,Матричные вычисления,Машинное обучение 2,Дискретная оптимизация,Численные методы,Да,0.9641255605381166,0.0,,0.0,,
2020-05-17 20:06:13.347,c3c0a0524bae841e5f9a56cf967cd423,667,181.0,0.0,Моделирование временных рядов,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,Промышленное программирование на языке Java,Системы баз данных,Компьютерные сети,Да,0.327354260089686,0.0,,1.0,,
2020-05-17 20:42:32.811,9abd31fe9761b5abd56524915237c1ea,670,182.0,0.0,Матричные вычисления,Statistical Learning Theory,Моделирование временных рядов,Дополнительные главы прикладной статистики,Анализ данных в бизнесе,Промышленное программирование на языке Java,Да,0.3139013452914798,0.0,,1.0,,
2020-05-17 21:26:07.718,48ba69e4b13182a6d89499fd9a2c8f46,732,181.0,0.0,Матричные вычисления,Теория баз данных,Statistical Learning Theory,Дискретная оптимизация,Промышленное программирование на языке Java,Численные методы,Да,0.08968609865470856,0.0,,1.0,,
2020-05-17 23:48:54.218,447a377d20b3181f0436c72c19a48c37,741,184.0,0.0,Безопасность компьютерных систем,Теория баз данных,Высокопроизводительные вычисления,Промышленное программирование на языке Java,Дискретная оптимизация,Компьютерные сети,Да,0.06278026905829592,0.0,,0.0,,
2020-05-18 00:28:59.780,c84186d57fd935e228cdeddb0ce0bf2c,722,188.0,0.0,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Моделирование временных рядов,Машинное обучение 2,Дискретная оптимизация,Промышленное программирование на языке Java,Да,0.1121076233183856,0.0,,0.0,,
2020-05-18 01:12:33.756,17676f1d09ba15d060a7352e4308661a,622,184.0,0.0,Безопасность компьютерных систем,Матричные вычисления,Язык SQL,Дискретная оптимизация,Компьютерные сети,Промышленное программирование на языке Java,Да,0.547085201793722,0.0,,0.0,,
2020-05-18 02:08:02.560,518a8ad312d0db47e23eeadf9f4220d1,711,185.0,0.0,Безопасность компьютерных систем,Высокопроизводительные вычисления,Теория баз данных,Промышленное программирование на языке Java,Анализ данных в бизнесе,Дискретная оптимизация,Да,0.1345291479820628,0.0,,1.0,,
2020-05-18 09:51:45.860,0f114e98d9f732aa51db34f687db2655,699,183.0,0.0,Матричные вычисления,Высокопроизводительные вычисления,Безопасность компьютерных систем,Дискретная оптимизация,Численные методы,Дополнительные главы прикладной статистики,Да,0.179372197309417,0.0,,0.0,,
2020-05-18 09:55:04.596,796d174c592006376963b8f31e818dbf,655,186.0,0.0,Моделирование временных рядов,Матричные вычисления,Принятие решений в условиях риска и неопределённости,Численные методы,Дополнительные главы прикладной статистики,Машинное обучение 2,Да,0.3901345291479821,0.0,,0.0,,
2020-05-18 10:47:46.496,4add93dff84a52a0b3d690f07aa081d4,725,188.0,0.0,Безопасность компьютерных систем,Высокопроизводительные вычисления,Сбор и обработка данных с помощью краудсорсинга,Дискретная оптимизация,Численные методы,Дополнительные главы прикладной статистики,Да,0.09865470852017932,0.0,,1.0,,
2020-05-18 11:12:15.849,dcc2e3447043d6d70a90c9c924314695,703,186.0,0.0,Сбор и обработка данных с помощью краудсорсинга,Теория баз данных,Высокопроизводительные вычисления,Промышленное программирование на языке Java,Дискретная оптимизация,Численные методы,Да,0.1659192825112108,0.0,,1.0,,
2020-05-18 11:13:13.920,b8d4c538f6b47a1a692bec6c2f29152b,682,183.0,0.0,Безопасность компьютерных систем,Высокопроизводительные вычисления,Язык SQL,Промышленное программирование на языке Java,Компьютерные сети,Системы баз данных,Да,0.2600896860986547,0.0,,0.0,,
2020-05-18 11:41:44.682,59241a17fc6c01fa7d209ef20712d31c,588,184.0,0.0,Моделирование временных рядов,Безопасность компьютерных систем,Матричные вычисления,Численные методы,Компьютерные сети,Дополнительные главы прикладной статистики,Да,0.7040358744394619,0.0,,0.0,,
2020-05-18 12:17:33.378,1f53f6dabcd59889dd7486a7cac5c9f2,569,187.0,0.0,Язык SQL,Матричные вычисления,Безопасность компьютерных систем,Компьютерные сети,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Нет,0.789237668161435,0.0,,0.0,,
2020-05-18 12:41:04.520,348562c4a55053de25fdd4389b9f1181,650,186.0,0.0,Моделирование временных рядов,Сбор и обработка данных с помощью краудсорсинга,Безопасность компьютерных систем,Компьютерные сети,Дополнительные главы прикладной статистики,Системы баз данных,Да,0.4125560538116592,0.0,,1.0,,
2020-05-18 12:55:36.645,d61cc836b6aa3cdc4a40e2e8ada0b937,608,182.0,0.0,Безопасность компьютерных систем,Высокопроизводительные вычисления,Язык SQL,Компьютерные сети,Промышленное программирование на языке Java,Машинное обучение 2,Нет,0.6143497757847534,0.0,,0.0,,
2020-05-18 13:30:49.657,1eafb63c510c305e325bff51d246adb1,648,181.0,0.0,Сбор и обработка данных с помощью краудсорсинга,Statistical Learning Theory,Безопасность компьютерных систем,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Дискретная оптимизация,Да,0.42152466367713,0.0,,1.0,,
2020-05-18 14:18:18.644,d9f0e5ebc6718202b86eaee2de1c697b,531,186.0,0.0,Матричные вычисления,Высокопроизводительные вычисления,Язык SQL,Компьютерные сети,Системы баз данных,Численные методы,Да,0.9327354260089686,0.0,,0.0,,True
2020-05-18 14:37:56.162,47a0391ff6ee0a09d11e595266a4b630,679,185.0,1.0,Матричные вычисления,Моделирование временных рядов,Язык SQL,Анализ данных в бизнесе,Численные методы,Промышленное программирование на языке Java,Да,0.273542600896861,0.0,,0.0,,
2020-05-18 14:44:19.586,fa4860bc719aadedbb00ba027067a8b7,642,187.0,0.0,Безопасность компьютерных систем,Высокопроизводительные вычисления,Язык SQL,Компьютерные сети,Промышленное программирование на языке Java,Дискретная оптимизация,Да,0.4484304932735426,0.0,,0.0,,
2020-05-18 15:03:41.546,c98c2ee69047bd8febea3ac2d1380bf9,602,185.0,0.0,Теория баз данных,Принятие решений в условиях риска и неопределённости,Язык SQL,Анализ данных в бизнесе,Системы баз данных,Компьютерные сети,Да,0.641255605381166,0.0,,0.0,,
2020-05-18 16:11:14.717,635e9ca4fcf26a2bd38b8488a8edfca5,555,186.0,0.0,Сбор и обработка данных с помощью краудсорсинга,Безопасность компьютерных систем,Язык SQL,Дополнительные главы прикладной статистики,Системы баз данных,Компьютерные сети,Да,0.8475336322869955,0.0,,1.0,,
2020-05-18 16:45:06.205,081eba3952cfc116e0e9b941d6a974a2,692,182.0,0.0,Безопасность компьютерных систем,Матричные вычисления,Теория баз данных,Промышленное программирование на языке Java,Дискретная оптимизация,Системы баз данных,Нет,0.2152466367713004,0.0,,1.0,,
2020-05-18 16:47:43.131,014b72217e20370dab7acc48b20c47be,543,186.0,0.0,Сбор и обработка данных с помощью краудсорсинга,Statistical Learning Theory,Матричные вычисления,Системы баз данных,Машинное обучение 2,Дискретная оптимизация,Да,0.8923766816143498,0.0,,0.0,,
2020-05-18 16:55:16.783,ac3d08a6cc42a50f0ca53017b3ba5ba9,598,181.0,0.0,Матричные вычисления,Язык SQL,Безопасность компьютерных систем,Компьютерные сети,Промышленное программирование на языке Java,Дискретная оптимизация,Да,0.6591928251121076,0.0,,0.0,,
2020-05-18 17:00:34.890,04b88fcbe5ba58aa8369c7de5e574de0,719,181.0,0.0,Безопасность компьютерных систем,Моделирование временных рядов,Высокопроизводительные вычисления,Дискретная оптимизация,Компьютерные сети,Промышленное программирование на языке Java,Да,0.1210762331838565,0.0,,0.0,,
2020-05-18 17:01:49.352,9750aa503b095b9297e1a778d6c7cc95,576,186.0,1.0,Язык SQL,Теория баз данных,Принятие решений в условиях риска и неопределённости,Анализ данных в бизнесе,Системы баз данных,Дискретная оптимизация,Да,0.757847533632287,0.0,,0.0,,
2020-05-18 17:09:23.589,3e106aaef8b24dbb01319c73e14c2936,784,182.0,0.0,Безопасность компьютерных систем,Statistical Learning Theory,Матричные вычисления,Дискретная оптимизация,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Да,0.0,0.0,,1.0,True,
2020-05-18 17:16:47.961,701078e1e897399f675e96bdda5fb149,636,188.0,1.0,Сбор и обработка данных с помощью краудсорсинга,Принятие решений в условиях риска и неопределённости,Теория баз данных,Промышленное программирование на языке Java,Машинное обучение 2,Анализ данных в бизнесе,Да,0.4753363228699552,0.0,,0.0,True,
2020-05-18 17:16:57.130,86eebda725013685effcb0c97591132e,690,186.0,0.0,Безопасность компьютерных систем,Язык SQL,Матричные вычисления,Машинное обучение 2,Промышленное программирование на языке Java,Системы баз данных,Да,0.2242152466367713,0.0,,0.0,,
2020-05-18 17:21:14.354,7f9d0f835bf734ccd4619041c3475c1c,689,182.0,0.0,Безопасность компьютерных систем,Statistical Learning Theory,Матричные вычисления,Дискретная оптимизация,Дополнительные главы прикладной статистики,Промышленное программирование на языке Java,Нет,0.2286995515695067,0.0,,1.0,,
2020-05-18 17:22:56.786,bfe75c08c6b7e31d4e7d48c9c5fed69b,758,182.0,0.0,Безопасность компьютерных систем,Statistical Learning Theory,Матричные вычисления,Дискретная оптимизация,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Да,0.02242152466367708,0.0,,1.0,,
2020-05-18 17:32:12.074,651f2fa7d270b436246ddd7d05880bfa,755,182.0,0.0,Теория баз данных,Моделирование временных рядов,Statistical Learning Theory,Дополнительные главы прикладной статистики,Численные методы,Системы баз данных,Да,0.0358744394618834,0.0,,1.0,True,
2020-05-18 17:51:56.025,9f23846141606a1e26e8e4c28e9a7262,527,187.0,0.0,Безопасность компьютерных систем,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,Компьютерные сети,Промышленное программирование на языке Java,Системы баз данных,Да,0.9506726457399103,0.0,,0.0,,
2020-05-18 17:53:08.611,6b3d72def53597696afb19faed1f8365,641,187.0,0.0,Statistical Learning Theory,Матричные вычисления,Моделирование временных рядов,Дискретная оптимизация,Численные методы,Машинное обучение 2,Да,0.452914798206278,0.0,,0.0,,
2020-05-18 17:56:00.688,044e038535ae5d2ff037150b77fdc6d1,710,182.0,0.0,Безопасность компьютерных систем,Statistical Learning Theory,Матричные вычисления,Дискретная оптимизация,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Да,0.1390134529147982,0.0,,1.0,,
2020-05-18 18:01:52.604,fd784637a19d65bbe5b07d6efac5a05d,625,182.0,0.0,Безопасность компьютерных систем,Statistical Learning Theory,Матричные вычисления,Машинное обучение 2,Дискретная оптимизация,Компьютерные сети,Да,0.5336322869955157,0.0,,0.0,,
2020-05-18 18:02:10.929,25bd5b6bb000f48b8276cbb942537386,668,186.0,0.0,Безопасность компьютерных систем,Высокопроизводительные вычисления,Statistical Learning Theory,Машинное обучение 2,Дискретная оптимизация,Системы баз данных,Да,0.3228699551569507,0.0,,0.0,,
2020-05-18 18:03:57.347,e0ca1a9548af9a3f98428c62420aa484,764,182.0,0.0,Матричные вычисления,Безопасность компьютерных систем,Statistical Learning Theory,Дискретная оптимизация,Дополнительные главы прикладной статистики,Машинное обучение 2,Да,0.004484304932735439,0.0,,0.0,True,
2020-05-18 18:06:29.107,6256514074c4680d1b14e4f2a863fd78,596,184.0,0.0,Statistical Learning Theory,Язык SQL,Сбор и обработка данных с помощью краудсорсинга,Анализ данных в бизнесе,Численные методы,Дополнительные главы прикладной статистики,Да,0.6681614349775784,0.0,,0.0,,
2020-05-18 18:17:59.748,1f63fc485d851236249263b91dc03d6b,756,181.0,0.0,Statistical Learning Theory,Матричные вычисления,Безопасность компьютерных систем,Дискретная оптимизация,Дополнительные главы прикладной статистики,Промышленное программирование на языке Java,Да,0.03139013452914796,0.0,,1.0,,
2020-05-18 18:24:10.335,425c2a90f447620c9a1868e92f0a7af6,760,182.0,0.0,Сбор и обработка данных с помощью краудсорсинга,Язык SQL,Принятие решений в условиях риска и неопределённости,Промышленное программирование на языке Java,Дополнительные главы прикладной статистики,Анализ данных в бизнесе,Да,0.01345291479820632,0.0,,1.0,,
2020-05-18 18:29:57.440,88ae08d9db8d34b267780ed642d0d2db,581,188.0,0.0,Statistical Learning Theory,Матричные вычисления,Теория баз данных,Дискретная оптимизация,Численные методы,Промышленное программирование на языке Java,Да,0.7354260089686099,0.0,,0.0,,
2020-05-18 18:30:23.257,cd8299f4173e8a509275b25787670ad2,704,181.0,0.0,Безопасность компьютерных систем,Высокопроизводительные вычисления,Язык SQL,Дискретная оптимизация,Машинное обучение 2,Промышленное программирование на языке Java,Да,0.1614349775784754,0.0,,0.0,,
2020-05-18 18:53:41.094,5ee2ad618729a6dc3bdb7f2858826ef0,628,185.0,0.0,Безопасность компьютерных систем,Язык SQL,Теория баз данных,Компьютерные сети,Промышленное программирование на языке Java,Дискретная оптимизация,Нет,0.5134529147982063,0.0,,0.0,,
2020-05-18 18:55:40.236,32fea7beb180e7de64ad408013cc01ec,539,185.0,0.0,Безопасность компьютерных систем,Язык SQL,Матричные вычисления,Компьютерные сети,Промышленное программирование на языке Java,Системы баз данных,Да,0.9103139013452914,0.0,,1.0,,
2020-05-18 19:08:20.608,bf24738793f54467434ad78be13a42bf,693,184.0,0.0,Безопасность компьютерных систем,Statistical Learning Theory,Матричные вычисления,Дополнительные главы прикладной статистики,Дискретная оптимизация,Промышленное программирование на языке Java,Да,0.2107623318385651,0.0,,1.0,,True
2020-05-18 19:09:00.945,f736e00dc03850c59649e77149895d5a,652,186.0,0.0,Высокопроизводительные вычисления,Язык SQL,Безопасность компьютерных систем,Машинное обучение 2,Промышленное программирование на языке Java,Численные методы,Да,0.4035874439461884,0.0,,0.0,,
